id,start_timestamp,end_timestamp,location,camera,message,segment,time_range,duration_sec,time_sec,water_flood,fire,abnormal_attire_face_cover_at_entry,person_fallen_unmoving,double_parking_lane_block,smoking_outside_zone,crowd_loitering,security_door_tamper,event_reason,created_at,updated_at
11,2025-12-20T00:01:40,2025-12-20T00:01:50,,,畫面中沒有明顯的人員或車輛活動。環境為城市街道，天氣晴朗，光線充足。道路標誌清晰，綠色和白色條紋的斑馬線位於畫面左側。道路兩側有綠化帶和樹木，右側停有數輛機車。建築物和電箱位於畫面右側，電箱表面有污漬。交通順暢，無異常。,segment_0010.mp4,00:01:40 - 00:01:50,10.0,5.45,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245586,2025-12-20T23:42:07.245586
12,2025-12-20T00:01:50,2025-12-20T00:02:00,,,畫面中有一名穿著深色衣物的行人站在人行道上，靠近綠色樹叢。道路邊緣有幾個橙色交通錐，標誌著施工區域。路邊停有幾輛機車，其中一輛機車駕駛員穿著白色安全帽。道路標誌清晰，標示了行人過街區域。天氣晴朗，光線充足。交通順暢，無明顯異常事件。,segment_0011.mp4,00:01:50 - 00:02:00,10.0,5.28,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245622,2025-12-20T23:42:07.245622
13,2025-12-20T00:02:00,2025-12-20T00:02:10,,,畫面中，兩名行人穿著深色衣物，站在斑馬線旁，準備過馬路。一輛白色小客車由右向左通過，車上載有貨物。一輛紅色機車停在路邊，機車駕駛員穿著白色安全帽。道路兩側有綠色樹木和灌木，路邊有橙色交通锥和鐵欄杆。天氣晴朗，光線充足。交通順暢，無異常。,segment_0012.mp4,00:02:00 - 00:02:10,10.0,5.19,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245662,2025-12-20T23:42:07.245663
14,2025-12-20T00:02:10,2025-12-20T00:02:20,,,2025年9月22日上午10:02，路口有兩名行人站在斑馬線上，一名穿黑色上衣的男子在斑馬線前等待。路邊停有幾輛機車，其中一輛白色機車駛離。綠燈亮起，一名穿白色上衣的騎士駕駛機車通過路口。路邊有綠化帶和電箱，天氣晴朗，交通順暢。,segment_0013.mp4,00:02:10 - 00:02:20,10.0,5.12,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245699,2025-12-20T23:42:07.245699
15,2025-12-20T00:02:20,2025-12-20T00:02:30,,,2025年9月22日上午10:02:26，畫面中有一名穿白T恤的男子和一名穿黑衣的男子站在斑馬線上，似乎在等待過馬路。附近有兩輛機車停在路邊，一輛白色小客車由右向左通過。環境光線充足，天氣晴朗，無施工標誌。交通狀況正常，無異常事件。,segment_0014.mp4,00:02:20 - 00:02:30,10.0,5.01,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245733,2025-12-20T23:42:07.245733
16,2025-12-20T00:02:30,2025-12-20T00:02:40,,,畫面中，兩名行人站在斑馬線上，等待過馬路。他們分別穿著白色和黑色上衣，黑色褲子。背景中，一名穿著白色上衣的男子站在馬路邊，似乎在等待。路邊停有幾輛機車，其中一輛機車上有人。道路旁邊有綠色樹木和建築物，地面上有交通標誌和路邊的電箱。天氣晴朗，光線充足。,segment_0015.mp4,00:02:30 - 00:02:40,10.0,5.55,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245768,2025-12-20T23:42:07.245768
17,2025-12-20T00:02:40,2025-12-20T00:02:50,,,畫面中，兩名行人站在斑馬線前，等待過馬路。他們分別穿著白色和黃色上衣，黑色褲子。道路兩側停有幾輛機車，機車上有人。背景中，有幾輛車輛在道路上行駛，交通順暢。路邊有綠化帶和建築物，天氣晴朗，光線充足。,segment_0016.mp4,00:02:40 - 00:02:50,10.0,5.2,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245803,2025-12-20T23:42:07.245804
18,2025-12-20T00:02:50,2025-12-20T00:03:00,,,畫面中，三名行人站在斑馬線上，兩名穿白色上衣的行人和一名穿深色上衣的行人。背景中，兩輛機車停在路邊，一輛白色機車靠近斑馬線，另一輛黑色機車停在路邊。道路兩側有綠化帶和建築物，天氣晴朗，光線充足。交通順暢，無異常。,segment_0017.mp4,00:02:50 - 00:03:00,10.0,5.3,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245838,2025-12-20T23:42:07.245838
19,2025-12-20T00:03:00,2025-12-20T00:03:10,,,2025年9月22日上午10:03，畫面顯示一處城市路口，天氣晴朗。有三名行人從左側斑馬線過街，兩名穿白色上衣，一名穿黑色上衣。路口右側停有數輛機車，一輛白色小客車由右向左通過。路邊有綠化帶和樹木，環境整潔。交通順暢，無異常。,segment_0018.mp4,00:03:00 - 00:03:10,10.0,5.18,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245872,2025-12-20T23:42:07.245872
20,2025-12-20T00:03:10,2025-12-20T00:03:20,,,2025年9月22日上午10:03:16，畫面中一名穿黑衣戴頭盔的騎士駕駛機車經過斑馬線，紅色交通燈亮起。斑馬線旁有三名穿白色工作服的施工人員，其中一人站在路邊，另兩人站在人行道上。背景中有一輛藍色小客車駛離，路邊停有數輛機車。環境晴朗，道路寬敞，交通順暢。,segment_0019.mp4,00:03:10 - 00:03:20,10.0,5.11,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245908,2025-12-20T23:42:07.245908
21,2025-12-20T00:03:20,2025-12-20T00:03:30,,,畫面中有一名穿白色上衣和深色褲子的騎士駕駛機車經過斑馬線，機車停在路邊。背景中有一輛藍色貨車停在道路邊緣，幾輛機車停在鐵籬旁。環境光線充足，天氣晴朗。道路標誌清晰，無施工或異常事件。,segment_0020.mp4,00:03:20 - 00:03:30,10.0,5.41,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245943,2025-12-20T23:42:07.245943
22,2025-12-20T00:03:30,2025-12-20T00:03:40,,,畫面中有一名穿白色安全帽的騎士停在馬路邊，等待綠燈。馬路旁有綠色和白色條紋的斑馬線，路邊停有幾輛機車。背景中有一座建築物，建築物前有樹木和綠化帶。路燈和交通號誌顯示紅燈。地面上有幾塊電箱，電箱上有些許污漬。整體環境晴朗，光線充足。,segment_0021.mp4,00:03:30 - 00:03:40,10.0,5.29,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.245977,2025-12-20T23:42:07.245978
23,2025-12-20T00:03:40,2025-12-20T00:03:50,,,畫面中有一名穿藍色工作服的施工人員在左側人行道上行走，兩名穿白色工作服的施工人員在人行道上。一輛藍色機車駛向右側，一輛黑色機車停在路邊。背景中有一輛白色小客車由右向左通過，道路兩側有綠色樹木和建築物。交通順暢，無異常。,segment_0022.mp4,00:03:40 - 00:03:50,10.0,5.17,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246011,2025-12-20T23:42:07.246012
24,2025-12-20T00:03:50,2025-12-20T00:04:00,,,2025年9月22日上午10:03至10:04，畫面顯示一處城市路口。一名穿藍色工作服的施工人員在左側，一名穿白色上衣的行人在右側。一輛白色貨車由右向左通過，一輛機車停在路邊。天氣晴朗，光線充足，無施工標誌，交通順暢，無異常。,segment_0023.mp4,00:03:50 - 00:04:00,10.0,5.2,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246045,2025-12-20T23:42:07.246046
25,2025-12-20T00:04:00,2025-12-20T00:04:10,,,2025年9月22日上午10:04:06，畫面中有一名穿白色上衣的行人在馬路邊等待過街，馬路對面有綠色植被和建築物。馬路邊停有數輛機車，其中一輛機車停在路邊。馬路中央有白色斑馬線，兩側有綠色樹木和灌木。天氣晴朗，光線充足。交通順暢，無異常。,segment_0024.mp4,00:04:00 - 00:04:10,10.0,5.11,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246079,2025-12-20T23:42:07.246079
26,2025-12-20T00:04:10,2025-12-20T00:04:20,,,畫面中有一名穿白色上衣和深色褲子的騎士，騎著機車從左側進入畫面，向右轉彎。機車停在一個綠色和白色條紋的斑馬線上。背景中有一輛白色貨車停在路邊，車身上有白色標誌。路邊有幾輛機車停在圍欄後。環境光線充足，天氣晴朗。路邊有綠色植被和建築物。,segment_0025.mp4,00:04:10 - 00:04:20,10.0,5.56,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246115,2025-12-20T23:42:07.246115
27,2025-12-20T00:04:20,2025-12-20T00:04:30,,,畫面中有一名穿著白色上衣和深色褲子的騎士駕駛機車經過斑馬線，機車停在路邊。左側有兩名穿著藍色工作服的施工人員，其中一人背對著。背景中有一輛藍色貨車停在道路邊緣，前方有幾輛機車停在路邊。道路標誌清晰，天氣晴朗，光線充足。,segment_0026.mp4,00:04:20 - 00:04:30,10.0,5.28,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246150,2025-12-20T23:42:07.246150
28,2025-12-20T00:04:30,2025-12-20T00:04:40,,,畫面中有一名穿著白色上衣和深色褲子的騎士駕駛機車經過斑馬線，兩名行人正在斑馬線上行走，兩名穿著深色上衣和淺色褲子的行人站在斑馬線旁邊。背景中有一輛白色小客車由右向左通過，一輛紅色機車停在路邊。環境光線充足，天氣晴朗，沒有施工或異常事件發生。,segment_0027.mp4,00:04:30 - 00:04:40,10.0,5.39,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246230,2025-12-20T23:42:07.246230
29,2025-12-20T00:04:40,2025-12-20T00:04:50,,,2025年9月22日上午10:04:46，畫面顯示一輛白色小客車由右向左通過路口，兩名穿著工作服的施工人員在左側，一名穿著白色上衣的行人站在路邊，一名穿著紅色上衣的行人站在右側。路口標誌清晰，交通順暢，無異常。,segment_0028.mp4,00:04:40 - 00:04:50,10.0,5.07,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246265,2025-12-20T23:42:07.246265
30,2025-12-20T00:04:50,2025-12-20T00:04:53,,,2025年9月22日上午10:04，畫面顯示一處道路交叉口，綠色斑馬線清晰。左側有三名行人，兩名穿白色上衣，一名穿深色上衣，正在過馬路。右側停有數輛機車，一輛藍色貨車駛離。道路旁有綠化帶和電箱，紅色交通燈亮起。環境晴朗，道路寬敞，交通順暢。,segment_0029.mp4,00:04:50 - 00:04:53,3.87,4.29,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246301,2025-12-20T23:42:07.246301
31,2025-12-20T00:00:00,2025-12-20T00:00:08,,,畫面中有一排停在路邊的機車，車輛顏色多樣，包括紅色、黑色、白色等。機車停在標有白色線條的路邊，車輛之間有黃色的欄杆隔開。背景中有一個鐵絲網圍欄，圍欄後方有幾棟灰色建築物。圍欄外邊有兩個人，其中一人穿著深色上衣，另一人穿著淺色上衣，兩人似乎在閒聊。環境光線充足，天氣晴朗。,segment_0000.mp4,00:00:00 - 00:00:08,8.07,221.81,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246411,2025-12-20T23:42:07.246412
32,2025-12-20T00:00:00,2025-12-20T00:00:10,,,畫面中，2025/11/10下午5:24:59東側Lobby大門區，一穿深色上衣者向門內行走。接待台擺放電腦、文件與紙張，左側有沙發，窗戶百葉窗遮擋，角落植大型植物。監控畫面黑白，光線較暗，室內環境正常，無車輛或異常事件。,segment_0000.avi,00:00:00 - 00:00:10,10.0,26.46,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246626,2025-12-20T23:42:07.246626
33,2025-12-20T00:00:10,2025-12-20T00:00:20,,,監控畫面：K8-01-34-018 東側 Lobby大門，2025年11月10日 下午 05:24:59。畫面中一名穿深色上衣的男子正從右側走廊向大門方向行走，背對鏡頭。左側可見沙發、茶几及接待台，台上擺放電腦、文件及紙張。右側有大型盆栽植物，背景為玻璃百葉門。室內燈光明亮，環境整潔，無車輛、施工或異常行為。,segment_0001.avi,00:00:10 - 00:00:20,10.0,27.33,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246666,2025-12-20T23:42:07.246667
34,2025-12-20T00:00:20,2025-12-20T00:00:30,,,2025/11/10 下午05:24:59監視畫面：K8-01-34-018東側Lobby大門。室內廳堂，右側一人正向門口行走，身影模糊，服裝類型不明。左側設沙發及圓形接待台，台上置電腦、文件、物品。背景有百葉窗、盆栽植物，光線適中，無車輛或施工跡象。場景平靜，無爭執或異常事件。,segment_0002.avi,00:00:20 - 00:00:30,10.0,23.37,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246702,2025-12-20T23:42:07.246702
35,2025-12-20T00:00:30,2025-12-20T00:00:40,,,監控畫面：2025年11月10日下午5時24分59秒，K8-01-34-018 東側 Lobby大門。黑白影像中，一人穿深色衣服向右走動，左側有兩張淺色沙發，前方圓形接待台擺放電腦、文件及盆栽，大玻璃門前無車輛，環境光線較暗，無異常事件。,segment_0003.avi,00:00:30 - 00:00:40,10.0,30.84,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246738,2025-12-20T23:42:07.246738
36,2025-12-20T00:00:40,2025-12-20T00:00:50,,,2025/11/10下午05:24:59東側Lobby大門監控畫面，一男一女在活動：男子穿深色衣物向大門行走，女子站立百葉窗區。Lobby內有接待台、沙發、盆栽及百葉窗，燈光照明，無車輛及異常事件發生。,segment_0004.avi,00:00:40 - 00:00:50,10.0,15.97,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246773,2025-12-20T23:42:07.246774
37,2025-12-20T00:00:50,2025-12-20T00:01:00,,,2025/11/10 下午05:24:59，K8-01-34-018東側Lobby大門監控畫面。室內黑白影像，環境光線良好，見接待台、沙發、百葉窗、大型植物及門口。右側門口有一人模糊行走，穿深色衣物，無車輛或施工跡象，無異常事件發生。,segment_0005.avi,00:00:50 - 00:01:00,10.0,21.16,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246808,2025-12-20T23:42:07.246808
38,2025-12-20T00:01:00,2025-12-20T00:01:10,,,2025/11/10 下午05:24:59，東側 Lobby大門監控畫面，室內環境，燈光良好。可見接待台、沙發、盆栽等物品。一名人員在大門附近行走，衣著模糊。無車輛或施工活動，現場安靜。,segment_0006.avi,00:01:00 - 00:01:10,10.0,38.16,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246843,2025-12-20T23:42:07.246843
39,2025-12-20T00:01:10,2025-12-20T00:01:20,,,2025年11月10日下午5時26分，東側 Lobby 大門監控畫面。黑白影像顯示大廳內有接待台、沙發座椅、大型盆栽及帶百葉窗的玻璃門，地面光潔，無人員活動，無車輛出現，環境安靜，光線適中，無異常事件。,segment_0007.avi,00:01:10 - 00:01:20,10.0,29.08,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246877,2025-12-20T23:42:07.246878
40,2025-12-20T00:01:20,2025-12-20T00:01:30,,,監控畫面拍攝於2025年11月10日下午5點26分，K8-01-34-018東側Lobby大門。室內大堂環境整潔，設有弧形接待台、多臺電腦設備、兩組休閒沙發及大型植物，地面光亮。無人員或車輛出現，光線較暗，無異常事件發生，整體狀況正常。,segment_0008.avi,00:01:20 - 00:01:30,10.0,52.22,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246912,2025-12-20T23:42:07.246912
41,2025-12-20T00:01:30,2025-12-20T00:01:40,,,監控畫面顯示2025/11/10下午05:26於東側Lobby大門區域，室內黑白夜視影像。畫面右側門口附近有1名模糊人影站立，衣著不明，未見明顯動作。環境為大堂接待區，含接待台、沙發、大型植物及百葉窗門，無車輛或施工障礙。光線昏暗，整體狀況平靜，無異常事件或爭執。,segment_0009.avi,00:01:30 - 00:01:40,10.0,15.89,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246947,2025-12-20T23:42:07.246947
42,2025-12-20T00:01:40,2025-12-20T00:01:50,,,監控畫面K8-01-34-018東側Lobby大門內，2025/11/10下午05:26:02。室內黑白影像，光線適中，無天氣狀況。畫面右側門口附近有一人站立，穿著不明服裝，未見明顯動作。接待台設有電腦、文件及紙張，左側有沙發，門口旁有植物，百葉窗透光。無車輛及異常事件，環境整潔。,segment_0010.avi,00:01:40 - 00:01:50,10.0,20.08,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.246981,2025-12-20T23:42:07.246982
43,2025-12-20T00:01:50,2025-12-20T00:02:00,,,2025/11/10 下午05:26:02，東側Lobby大門監控黑白畫面。室內Lobby區域清晰，左下角擺放兩張淺色沙發及小茶幾，中央弧形接待台置電腦、文件、紙張及辦公用品，右側有大型綠植。遠處玻璃門口有一人靜立，未見車輛，環境整潔無異常，整體秩序井然。,segment_0011.avi,00:01:50 - 00:02:00,10.0,29.3,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247015,2025-12-20T23:42:07.247016
44,2025-12-20T00:02:00,2025-12-20T00:02:10,,,2025年11月10日下午5時26分02秒，K8-01-34-018東側Lobby大門監控畫面。黑白影像顯示室內大廳，左側有沙發及小桌，中央接待台設多台電腦、文件、紙張及綠植，右側為百葉窗關閉的玻璃門。無人員、車輛出現，環境安靜，光線充足但為黑白影像，無異常事件。,segment_0012.avi,00:02:00 - 00:02:10,10.0,18.83,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247049,2025-12-20T23:42:07.247050
45,2025-12-20T00:02:10,2025-12-20T00:02:20,,,2025年11月10日下午05:27，東側Lobby大門監控畫面。室內黑白影像，左側兩張淺色沙發，中央接待台置有電腦、文件及植物。右側走廊數名穿深色服裝人員行走，行為正常。環境光線充足，無車輛或異常事件，所有物件完整。,segment_0013.avi,00:02:10 - 00:02:20,10.0,32.52,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247084,2025-12-20T23:42:07.247085
46,2025-12-20T00:02:20,2025-12-20T00:02:30,,,2025/11/10 下午5:27，東側Lobby大門監控畫面。室內大堂，黑白影像，光線正常。接待台置電腦、文件及紙張；兩張淺色沙發；數盆綠植；百葉窗遮擋。背景走廊有三名穿深色制服人員行走，其中一人近大門，動作自然。無車輛，環境清潔，無異常事件。,segment_0014.avi,00:02:20 - 00:02:30,10.0,21.18,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247118,2025-12-20T23:42:07.247118
47,2025-12-20T00:02:30,2025-12-20T00:02:40,,,2025/11/10 下午05:27:04監控拍攝東側Lobby大門。右側通道有三人穿深色外套行走，正朝大門方向移動。前台擺放電腦、紙張及綠植，左側設沙發座椅。室內光線充足，黑白影像，無車輛或異常事件，人員正常通行。,segment_0015.avi,00:02:30 - 00:02:40,10.0,21.29,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247153,2025-12-20T23:42:07.247153
48,2025-12-20T00:02:40,2025-12-20T00:02:50,,,2025/11/10 下午05:27:38，K3-01-34-018東側Lobby大門監控畫面：室內黑白大堂，光線良好，兩名穿深色服裝者站立，一者近大門金屬格柵，一者在右下角大型綠植旁；前景辦公桌配置電腦、文件、電話及文具；無車輛、施工或異常行為，畫面整潔有序。,segment_0016.avi,00:02:40 - 00:02:50,10.0,21.98,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247187,2025-12-20T23:42:07.247187
49,2025-12-20T00:02:50,2025-12-20T00:03:00,,,2025/11/10 下午05:27:47，K8-01-34-018東側Lobby大門監控。室內兩模糊人影，一立捲簾門旁（深色衣），一走門口。左有休憩椅及小桌，右接待台置多株植物。無車輛，光線暗，黑白畫面，環境靜態無異常。,segment_0017.avi,00:02:50 - 00:03:00,10.0,16.94,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247221,2025-12-20T23:42:07.247221
50,2025-12-20T00:03:00,2025-12-20T00:03:10,,,畫面顯示東側Lobby大門區域，時間2025年11月10日17:27:51，室內光線昏暗，無人員活動，可見白色沙發、小型圓桌、盆栽植物及玻璃大門，環境安靜，無異常事件。,segment_0018.avi,00:03:00 - 00:03:10,10.0,42.75,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247255,2025-12-20T23:42:07.247256
51,2025-12-20T00:03:10,2025-12-20T00:03:20,,,監控畫面拍攝於2025年11月10日下午5點28分，K8-01-34-018東側Lobby大門。現場有兩人：一名穿深色上衣行走於接待台前，另一人站立大門處。環境光線明亮，佈置有沙發、綠植及捲簾門，無車輛及異常事件，一切正常。,segment_0019.avi,00:03:10 - 00:03:20,10.0,40.38,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247289,2025-12-20T23:42:07.247290
52,2025-12-20T00:03:20,2025-12-20T00:03:30,,,2025年11月10日下午5點28分04秒，東側Lobby大門監控：一男子穿深色上衣下裝正行走在大廳，由卷簾門處向電梯區域移動。現場含圓形接待台（配電腦、電話、文件）、白色皮椅、多盆綠植，環境明亮整潔，無車輛及異常事件。,segment_0020.avi,00:03:20 - 00:03:30,10.0,22.31,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247324,2025-12-20T23:42:07.247324
53,2025-12-20T00:03:30,2025-12-20T00:03:40,,,2025年11月10日下午5:28:22，東側Lobby大門監控畫面：穿黑色上衣者由左向右行走，穿藍色衣服者躺於接待台旁，穿黑T恤者攜包行至電梯；室內有金屬捲簾門、座椅、盆栽及電梯，光線充足，無車輛，環境整潔，疑似發生摔倒事件。,segment_0021.avi,00:03:30 - 00:03:40,10.0,31.06,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247358,2025-12-20T23:42:07.247359
54,2025-12-20T00:03:40,2025-12-20T00:03:50,,,畫面為K8-01-34-018東側Lobby大門監控，2025/11/10下午05:28:44。一名穿黑色T恤及藍色牛仔褲男子正向右侧行走，另一名穿深色衣服者躺於接待台旁地面，一動不動。環境為大堂，含接待檯、沙發、綠植及關閉卷簾門，無車輛。疑似意外事件，光線明亮。,segment_0022.avi,00:03:40 - 00:03:50,10.0,20.67,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247392,2025-12-20T23:42:07.247392
55,2025-12-20T00:03:50,2025-12-20T00:04:00,,,2025年11月10日下午5時28分45秒，東側Lobby大門監視畫面。室內走廊，捲簾門已關閉，數盆綠植（如盆栽）擺放，地面水泥地，燈光較暗。無人員、車輛活動，環境安靜，無異常事件發生。,segment_0023.avi,00:03:50 - 00:04:00,10.0,44.1,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247427,2025-12-20T23:42:07.247427
56,2025-12-20T00:04:00,2025-12-20T00:04:10,,,東側大堂入口監控畫面，2025年11月10日下午5點28分56秒，黑白影像。現場無人員車輛，接待台置兩台顯示器、煙灰缸及文件，兩把帶白墊椅子，多盆植物，百葉窗大門，光線正常，無異常事件。,segment_0024.avi,00:04:00 - 00:04:10,10.0,23.97,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247461,2025-12-20T23:42:07.247461
57,2025-12-20T00:04:10,2025-12-20T00:04:20,,,2025年11月10日下午05:28:56，東側Lobby大門監控畫面（黑白），無人員。接待台設有電腦、電話、文件及水杯，兩把帶扶手淺色椅子，多盆植物（含高大盆栽），百葉窗玻璃門部分關閉，地面光亮瓷磚，環境整潔安靜，無車輛或異常事件。,segment_0025.avi,00:04:10 - 00:04:20,10.0,20.95,f,f,f,f,f,f,f,f,,2025-12-20T23:42:07.247496,2025-12-20T23:42:07.247496
